event_name,date,latitude,longitude,rainfall_mm,temp_max_c,temp_min_c,humidity_pct,wind_speed_kmh,precipitation_hours,evapotranspiration_mm,elevation_m,river_discharge_m3s,flood_occurred
Kenya_Flood_in_Kenya_2020-04,2020-04-21,2.7656,35.5977,0.2,28.2,21.9,94,11.5,2.0,3.9,746.0,0.0,1
Kenya_Flood_in_Kenya_2020-04,2020-04-22,2.7656,35.5977,14.5,26.5,22.2,93,12.8,9.0,2.53,746.0,0.0,1
Somalia_Flood_in_Somalia_2020-04,2020-04-20,0.515,42.0757,3.8,32.0,24.6,94,15.1,9.0,3.97,20.0,0.0,1
Indonesia_Flood_in_Indonesia_2019-12,2019-12-31,-0.5023,117.1229,1.5,31.0,24.0,97,15.6,7.0,4.15,5.0,4284.48,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-01,-0.5023,117.1229,13.4,31.9,23.4,99,15.1,8.0,3.75,5.0,3998.45,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-02,-0.5023,117.1229,10.0,30.9,24.0,99,8.1,10.0,3.53,5.0,3827.25,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-03,-0.5023,117.1229,18.1,27.4,23.5,100,6.9,21.0,2.4,5.0,3907.41,1
Indonesia_Flood_in_Indonesia_2019-12,2020-01-04,-0.5023,117.1229,13.1,31.6,22.8,100,9.9,9.0,3.55,5.0,4274.63,1
Philippines_Flood_in_Philippines_2019-12,2019-12-02,17.4136,121.444,5.7,23.4,20.8,95,24.7,21.0,1.16,186.0,1.06,1
Philippines_Flood_in_Philippines_2019-12,2019-12-03,17.4136,121.444,22.6,22.5,20.1,97,26.7,24.0,1.14,186.0,3.94,1
Philippines_Flood_in_Philippines_2019-12,2019-12-04,17.4136,121.444,104.7,22.9,20.9,100,19.9,24.0,0.51,186.0,6.59,1
Philippines_Flood_in_Philippines_2019-12,2019-12-05,17.4136,121.444,4.5,24.1,21.9,99,15.5,15.0,1.53,186.0,5.82,1
Uganda_Flood_in_Uganda_2019-12,2019-12-03,0.9221,33.9506,43.1,24.6,19.0,100,7.8,16.0,2.16,1076.0,59.53,1
"Bangladesh, India_Flood_in_Bangladesh,_2019-11",2019-11-09,22.701,90.3538,38.3,25.6,23.4,95,21.5,24.0,0.9,5.0,1.25,1
"Bangladesh, India_Flood_in_Bangladesh,_2019-11",2019-11-10,22.701,90.3538,152.4,25.0,23.0,96,43.7,20.0,0.63,5.0,4.11,1
"Bangladesh, India_Flood_in_Bangladesh,_2019-11",2019-11-11,22.701,90.3538,0.5,28.0,22.8,95,17.4,5.0,2.06,5.0,4.58,1
"Bangladesh, India_Flood_in_Bangladesh,_2019-11",2019-11-12,22.701,90.3538,0.0,28.7,20.6,98,10.6,0.0,3.27,5.0,3.21,1
Nigeria_Flood_in_Nigeria_2019-10,2019-10-23,12.1943,14.3676,0.0,34.0,24.1,92,10.2,0.0,4.81,289.0,0.07,1
Nigeria_Flood_in_Nigeria_2019-10,2019-10-24,12.1943,14.3676,2.5,33.3,24.6,94,11.3,2.0,4.17,289.0,0.07,1
Nigeria_Flood_in_Nigeria_2019-10,2019-10-25,12.1943,14.3676,0.0,34.8,23.8,94,12.0,0.0,4.79,289.0,0.07,1
Nigeria_Flood_in_Nigeria_2019-10,2019-10-26,12.1943,14.3676,0.0,34.2,24.2,91,10.9,0.0,4.16,289.0,0.07,1
Nigeria_Flood_in_Nigeria_2019-10,2019-10-27,12.1943,14.3676,0.0,34.3,24.7,85,13.0,0.0,4.0,289.0,0.06,1
South Sudan_Flood_in_South_Sudan_2019-10,2019-10-01,9.9656,33.808,0.0,30.2,21.6,99,7.6,0.0,3.79,460.0,40.88,1
South Sudan_Flood_in_South_Sudan_2019-10,2019-10-02,9.9656,33.808,0.1,32.8,22.5,92,11.5,1.0,4.44,460.0,41.85,1
South Sudan_Flood_in_South_Sudan_2019-10,2019-10-03,9.9656,33.808,0.2,31.0,22.0,97,9.9,2.0,3.62,460.0,42.55,1
South Sudan_Flood_in_South_Sudan_2019-10,2019-10-04,9.9656,33.808,7.1,31.6,22.2,97,18.1,6.0,3.79,460.0,44.71,1
South Sudan_Flood_in_South_Sudan_2019-10,2019-10-05,9.9656,33.808,6.0,29.7,22.8,97,7.9,10.0,3.44,460.0,47.53,1
Somalia_Flood_in_Somalia_2019-10,2019-10-20,7.9875,49.6873,1.0,30.2,23.1,97,18.0,6.0,4.45,217.0,0.0,1
Japan_Flood_in_Japan_2019-10,2019-10-11,35.6762,139.6501,26.6,22.1,16.5,98,22.9,19.0,1.38,37.0,5.49,1
Japan_Flood_in_Japan_2019-10,2019-10-12,35.6762,139.6501,150.5,25.1,21.0,98,91.0,24.0,1.15,37.0,12.06,1
Japan_Flood_in_Japan_2019-10,2019-10-13,35.6762,139.6501,2.1,27.5,17.8,80,45.4,1.0,4.91,37.0,3.54,1
Japan_Flood_in_Japan_2019-10,2019-10-14,35.6762,139.6501,10.0,18.4,15.1,91,23.6,15.0,1.52,37.0,1.94,1
Japan_Flood_in_Japan_2019-10,2019-10-15,35.6762,139.6501,0.4,20.6,15.9,90,22.7,2.0,1.92,37.0,1.06,1
"British Virgin Islands, The Bahamas_Flood_in_British_Vir_2019-08",2019-08-28,26.7067,-78.8721,2.9,30.0,27.0,86,16.0,10.0,4.87,0.0,,1
China_Flood_in_China_2019-07,2019-07-31,30.6692,104.1219,0.5,29.8,21.5,100,5.8,5.0,4.19,498.0,1.94,1
China_Flood_in_China_2019-07,2019-08-01,30.6692,104.1219,5.6,29.5,22.8,98,9.2,15.0,3.97,498.0,2.08,1
China_Flood_in_China_2019-07,2019-08-02,30.6692,104.1219,8.4,28.0,23.1,98,15.1,17.0,2.94,498.0,4.31,1
China_Flood_in_China_2019-07,2019-08-03,30.6692,104.1219,28.1,28.5,22.9,96,13.8,19.0,2.63,498.0,2.22,1
China_Flood_in_China_2019-07,2019-08-04,30.6692,104.1219,5.3,28.4,22.0,100,9.1,13.0,3.16,498.0,2.67,1
India_Flood_in_India_2019-08,2019-08-06,19.3893,85.052,88.8,27.7,25.9,97,18.8,24.0,1.35,4.0,,1
Myanmar_Flood_in_Myanmar_2019-07,2019-07-14,16.8222,96.3476,19.8,29.5,25.1,96,16.1,23.0,2.65,4.0,4.08,1
Myanmar_Flood_in_Myanmar_2019-07,2019-07-15,16.8222,96.3476,39.6,30.0,24.9,97,17.2,20.0,2.01,4.0,5.28,1
Myanmar_Flood_in_Myanmar_2019-07,2019-07-16,16.8222,96.3476,9.0,29.5,24.9,97,18.1,19.0,2.98,4.0,5.44,1
Myanmar_Flood_in_Myanmar_2019-07,2019-07-17,16.8222,96.3476,13.6,30.2,24.6,98,19.4,11.0,3.65,4.0,4.69,1
Myanmar_Flood_in_Myanmar_2019-07,2019-07-18,16.8222,96.3476,5.8,31.4,24.9,97,16.4,13.0,4.31,4.0,3.89,1
Pakistan_Flood_in_Pakistan_2019-07,2019-07-14,33.6811,70.3239,0.1,31.5,22.2,90,11.3,1.0,5.08,1154.0,0.0,1
Pakistan_Flood_in_Pakistan_2019-07,2019-07-15,33.6811,70.3239,0.1,29.7,21.6,83,10.8,1.0,4.88,1154.0,0.0,1
Pakistan_Flood_in_Pakistan_2019-07,2019-07-16,33.6811,70.3239,0.5,29.5,22.5,88,9.8,3.0,4.36,1154.0,0.0,1
Pakistan_Flood_in_Pakistan_2019-07,2019-07-17,33.6811,70.3239,6.5,29.5,22.0,91,8.9,7.0,4.31,1154.0,0.0,1
Pakistan_Flood_in_Pakistan_2019-07,2019-07-18,33.6811,70.3239,1.4,28.1,22.4,94,10.9,7.0,3.52,1154.0,0.0,1
Nepal_Flood_in_Nepal_2019-07,2019-07-08,27.9447,84.1495,42.0,26.3,22.1,100,4.7,19.0,2.52,895.0,2.77,1
Nepal_Flood_in_Nepal_2019-07,2019-07-09,27.9447,84.1495,51.1,23.7,21.3,100,4.0,24.0,1.21,895.0,3.24,1
Nepal_Flood_in_Nepal_2019-07,2019-07-10,27.9447,84.1495,19.8,25.0,20.8,100,4.7,24.0,1.67,895.0,3.11,1
Nepal_Flood_in_Nepal_2019-07,2019-07-11,27.9447,84.1495,104.4,25.2,21.1,100,4.7,23.0,1.51,895.0,4.31,1
Nepal_Flood_in_Nepal_2019-07,2019-07-12,27.9447,84.1495,208.2,22.2,20.4,100,15.9,24.0,0.72,895.0,13.35,1
Bangladesh_Flood_in_Bangladesh_2019-07,2019-07-08,24.4769,90.2932,23.3,30.4,25.8,97,16.7,22.0,2.45,19.0,46.42,1
Bangladesh_Flood_in_Bangladesh_2019-07,2019-07-09,24.4769,90.2932,29.3,30.2,25.8,98,18.4,19.0,2.44,19.0,48.43,1
Bangladesh_Flood_in_Bangladesh_2019-07,2019-07-10,24.4769,90.2932,39.1,30.5,26.5,96,21.5,18.0,2.29,19.0,51.12,1
Bangladesh_Flood_in_Bangladesh_2019-07,2019-07-11,24.4769,90.2932,53.3,30.7,26.2,97,20.1,24.0,2.33,19.0,54.98,1
Bangladesh_Flood_in_Bangladesh_2019-07,2019-07-12,24.4769,90.2932,13.9,30.9,26.6,96,18.9,22.0,2.48,19.0,58.02,1
Pakistan_Flood_in_Pakistan_2022-06,2022-06-14,36.0,75.0,0.0,0.1,-12.4,98,7.0,0.0,4.05,4749.0,0.03,1
Pakistan_Flood_in_Pakistan_2022-06,2022-06-15,36.0,75.0,0.0,0.1,-13.7,98,7.4,0.0,3.86,4749.0,0.03,1
Pakistan_Flood_in_Pakistan_2022-06,2022-06-16,36.0,75.0,1.4,0.4,-13.0,95,6.8,3.0,3.92,4749.0,0.03,1
Pakistan_Flood_in_Pakistan_2022-06,2022-06-17,36.0,75.0,0.1,-0.6,-5.9,94,4.5,1.0,3.76,4749.0,0.03,1
Pakistan_Flood_in_Pakistan_2022-06,2022-06-18,36.0,75.0,10.3,-1.6,-5.4,97,4.1,24.0,3.12,4749.0,0.03,1
China_Flood_in_China_2022-05,2022-05-26,23.7468,114.6954,35.1,28.3,23.4,99,7.9,23.0,2.85,48.0,1184.77,1
China_Flood_in_China_2022-05,2022-05-27,23.7468,114.6954,14.0,28.2,23.9,99,15.9,19.0,2.43,48.0,1424.61,1
China_Flood_in_China_2022-05,2022-05-28,23.7468,114.6954,15.0,28.5,23.1,98,16.6,20.0,3.33,48.0,1720.87,1
China_Flood_in_China_2022-05,2022-05-29,23.7468,114.6954,4.2,29.9,24.2,98,15.8,17.0,4.1,48.0,1744.82,1
China_Flood_in_China_2022-05,2022-05-30,23.7468,114.6954,5.1,30.0,24.4,98,10.2,8.0,4.3,48.0,1223.62,1
Brazil_Flood_in_Brazil_2022-05,2022-05-23,-7.0761,-36.0604,3.2,25.1,18.7,95,26.3,11.0,2.6,636.0,0.0,1
Brazil_Flood_in_Brazil_2022-05,2022-05-24,-7.0761,-36.0604,8.0,26.2,19.3,99,19.4,19.0,2.21,636.0,0.0,1
Brazil_Flood_in_Brazil_2022-05,2022-05-25,-7.0761,-36.0604,25.5,23.6,19.3,99,18.6,19.0,1.93,636.0,0.0,1
Brazil_Flood_in_Brazil_2022-05,2022-05-26,-7.0761,-36.0604,2.9,25.5,19.6,99,23.4,12.0,2.67,636.0,0.03,1
Philippines_Flood_in_Philippines_2022-04,2022-04-03,8.4007,124.71,24.9,25.3,21.6,98,9.4,22.0,2.06,450.0,3.09,1
Philippines_Flood_in_Philippines_2022-04,2022-04-04,8.4007,124.71,9.8,26.6,20.6,96,11.6,11.0,3.56,450.0,3.09,1
Philippines_Flood_in_Philippines_2022-04,2022-04-05,8.4007,124.71,57.4,25.2,21.2,97,9.4,20.0,1.51,450.0,3.09,1
Philippines_Flood_in_Philippines_2022-04,2022-04-06,8.4007,124.71,23.2,24.3,21.7,99,7.7,24.0,1.52,450.0,3.59,1
Philippines_Flood_in_Philippines_2022-04,2022-04-07,8.4007,124.71,42.3,26.4,21.5,99,11.6,24.0,2.22,450.0,3.79,1
South Africa_Flood_in_South_Afric_2022-04,2022-04-09,-29.8618,31.0099,14.9,21.0,16.5,95,14.9,21.0,1.47,9.0,46.1,1
South Africa_Flood_in_South_Afric_2022-04,2022-04-10,-29.8618,31.0099,18.9,20.1,16.5,95,10.5,23.0,0.95,9.0,56.28,1
South Africa_Flood_in_South_Afric_2022-04,2022-04-11,-29.8618,31.0099,100.7,20.7,17.2,94,24.2,24.0,0.6,9.0,246.74,1
"France, Madagascar, Mauritius_Flood_in_France,_Mad_2022-02",2022-02-01,-18.8041,47.2272,0.1,26.0,16.0,94,18.7,1.0,5.2,1278.0,0.05,1
"France, Madagascar, Mauritius_Flood_in_France,_Mad_2022-02",2022-02-02,-18.8041,47.2272,0.2,27.0,14.1,94,13.9,1.0,5.32,1278.0,0.03,1
"France, Madagascar, Mauritius_Flood_in_France,_Mad_2022-02",2022-02-03,-18.8041,47.2272,0.4,27.1,14.8,96,13.5,2.0,5.61,1278.0,0.03,1
"France, Madagascar, Mauritius_Flood_in_France,_Mad_2022-02",2022-02-04,-18.8041,47.2272,22.2,26.4,16.0,99,16.0,7.0,3.44,1278.0,0.28,1
"France, Madagascar, Mauritius_Flood_in_France,_Mad_2022-02",2022-02-05,-18.8041,47.2272,8.0,24.5,17.5,97,33.7,15.0,2.62,1278.0,0.52,1
Brazil_Flood_in_Brazil_2021-11,2021-11-08,-18.5265,-44.1589,8.7,30.5,20.7,93,11.6,6.0,4.14,568.0,39.74,1
Brazil_Flood_in_Brazil_2021-11,2021-11-09,-18.5265,-44.1589,20.9,29.7,20.2,97,16.6,13.0,4.0,568.0,56.02,1
Brazil_Flood_in_Brazil_2021-11,2021-11-10,-18.5265,-44.1589,11.9,29.0,20.4,98,14.3,9.0,4.22,568.0,69.63,1
Brazil_Flood_in_Brazil_2021-11,2021-11-11,-18.5265,-44.1589,33.1,23.5,20.5,100,5.2,24.0,1.46,568.0,84.11,1
Brazil_Flood_in_Brazil_2021-11,2021-11-12,-18.5265,-44.1589,14.6,26.0,19.5,100,13.3,15.0,1.93,568.0,122.88,1
Malaysia_Flood_in_Malaysia_2021-12,2021-12-17,4.8122,100.9798,20.8,25.4,22.6,99,8.2,18.0,1.24,144.0,6.13,1
Malaysia_Flood_in_Malaysia_2021-12,2021-12-18,4.8122,100.9798,25.0,25.8,22.5,99,6.4,23.0,0.98,144.0,8.1,1
Malaysia_Flood_in_Malaysia_2021-12,2021-12-19,4.8122,100.9798,29.9,24.1,21.8,100,4.4,17.0,1.22,144.0,8.51,1
India_Flood_in_India_2021-11,2021-11-14,15.9241,80.1864,14.1,28.9,23.0,100,10.6,13.0,2.38,19.0,1.94,1
India_Flood_in_India_2021-11,2021-11-15,15.9241,80.1864,9.3,28.3,23.9,97,13.3,14.0,2.15,19.0,1.92,1
India_Flood_in_India_2021-11,2021-11-16,15.9241,80.1864,8.1,29.3,23.5,99,14.4,21.0,2.6,19.0,1.89,1
India_Flood_in_India_2021-11,2021-11-17,15.9241,80.1864,8.8,30.0,23.6,98,16.8,11.0,2.94,19.0,1.86,1
India_Flood_in_India_2021-11,2021-11-18,15.9241,80.1864,15.9,27.4,23.5,95,20.4,18.0,1.73,19.0,1.86,1
India_Flood_in_India_2021-10,2021-10-12,30.0417,79.0897,0.0,21.6,12.3,84,9.8,0.0,3.6,2080.0,3.45,1
India_Flood_in_India_2021-10,2021-10-13,30.0417,79.0897,2.0,20.8,13.8,78,9.4,6.0,3.49,2080.0,3.33,1
India_Flood_in_India_2021-10,2021-10-14,30.0417,79.0897,0.0,22.2,13.4,80,12.3,0.0,3.87,2080.0,3.22,1
India_Flood_in_India_2021-10,2021-10-15,30.0417,79.0897,0.0,23.0,13.4,81,10.0,0.0,3.95,2080.0,3.11,1
India_Flood_in_India_2021-10,2021-10-16,30.0417,79.0897,0.0,22.9,14.0,75,11.4,0.0,4.0,2080.0,3.01,1
Nepal_Flood_in_Nepal_2021-10,2021-10-16,28.1084,84.0917,0.0,30.0,19.0,81,7.0,0.0,3.6,614.0,6.78,1
Nepal_Flood_in_Nepal_2021-10,2021-10-17,28.1084,84.0917,5.5,28.8,20.2,99,7.9,6.0,2.96,614.0,6.46,1
Nepal_Flood_in_Nepal_2021-10,2021-10-18,28.1084,84.0917,41.6,22.2,19.9,100,7.9,22.0,0.63,614.0,7.69,1
China_Flood_in_China_2021-09,2021-09-24,37.0,112.0,20.4,20.5,14.9,99,14.5,20.0,1.35,1047.0,0.31,1
China_Flood_in_China_2021-09,2021-09-25,37.0,112.0,19.2,19.9,13.8,98,20.4,9.0,1.45,1047.0,0.44,1
China_Flood_in_China_2021-09,2021-09-26,37.0,112.0,10.0,15.4,12.8,98,14.2,17.0,0.72,1047.0,0.59,1
China_Flood_in_China_2021-09,2021-09-27,37.0,112.0,0.0,19.6,11.8,90,13.3,0.0,2.25,1047.0,0.6,1
China_Flood_in_China_2021-09,2021-09-28,37.0,112.0,3.6,20.8,14.1,95,16.7,7.0,2.59,1047.0,0.56,1
India_Flood_in_India_2021-07,2021-07-24,31.2396,77.7198,4.6,23.4,17.1,93,7.4,14.0,2.74,2002.0,18.41,1
India_Flood_in_India_2021-07,2021-07-25,31.2396,77.7198,0.9,23.4,17.7,98,8.2,6.0,3.03,2002.0,18.72,1
India_Flood_in_India_2021-07,2021-07-26,31.2396,77.7198,5.7,23.1,19.0,98,7.4,20.0,2.21,2002.0,18.45,1
India_Flood_in_India_2021-07,2021-07-27,31.2396,77.7198,8.2,22.5,19.0,99,6.2,20.0,1.88,2002.0,19.56,1
India_Flood_in_India_2021-07,2021-07-28,31.2396,77.7198,46.1,21.4,18.6,96,4.3,24.0,1.17,2002.0,25.18,1
"China, Philippines, Taiwan_Flood_in_China,_Phil_2021-09",2021-09-06,17.674,121.8847,5.8,29.6,22.1,96,6.3,10.0,4.47,315.0,37.02,1
"China, Philippines, Taiwan_Flood_in_China,_Phil_2021-09",2021-09-07,17.674,121.8847,2.6,30.0,21.9,97,5.2,6.0,4.46,315.0,26.8,1
"China, Philippines, Taiwan_Flood_in_China,_Phil_2021-09",2021-09-08,17.674,121.8847,5.7,26.9,23.0,100,5.5,11.0,2.29,315.0,19.84,1
"China, Philippines, Taiwan_Flood_in_China,_Phil_2021-09",2021-09-09,17.674,121.8847,4.1,30.6,23.5,100,5.8,17.0,4.56,315.0,15.94,1
"China, Philippines, Taiwan_Flood_in_China,_Phil_2021-09",2021-09-10,17.674,121.8847,60.0,26.0,23.3,100,24.2,19.0,1.33,315.0,41.07,1
China_Flood_in_China_2021-08,2021-08-07,29.5647,106.5479,8.2,31.5,27.0,95,13.1,7.0,2.39,219.0,12444.14,1
China_Flood_in_China_2021-08,2021-08-08,29.5647,106.5479,31.3,29.2,25.5,98,10.1,19.0,2.07,219.0,13364.95,1
China_Flood_in_China_2021-08,2021-08-09,29.5647,106.5479,3.3,30.0,24.6,97,11.3,13.0,2.8,219.0,15702.63,1
China_Flood_in_China_2021-08,2021-08-10,29.5647,106.5479,13.1,30.5,25.4,98,9.7,13.0,3.31,219.0,16942.38,1
China_Flood_in_China_2021-08,2021-08-11,29.5647,106.5479,1.8,31.4,25.5,97,9.4,13.0,4.04,219.0,16942.38,1
Türkiye_Flood_in_Türkiye_2021-08,2021-08-10,41.8315,34.5954,22.4,23.2,16.8,100,25.0,20.0,2.97,723.0,0.89,1
Türkiye_Flood_in_Türkiye_2021-08,2021-08-11,41.8315,34.5954,40.7,19.0,17.1,100,23.2,24.0,0.85,723.0,1.09,1
Türkiye_Flood_in_Türkiye_2021-08,2021-08-12,41.8315,34.5954,21.2,21.1,17.1,98,22.7,14.0,2.24,723.0,1.47,1
Afghanistan_Flood_in_Afghanistan_2021-07,2021-07-28,35.4833,71.3145,5.8,24.9,16.6,100,9.2,11.0,5.12,2601.0,1.4,1
Afghanistan_Flood_in_Afghanistan_2021-07,2021-07-29,35.4833,71.3145,13.1,23.3,15.3,99,8.2,13.0,4.75,2601.0,1.39,1
Afghanistan_Flood_in_Afghanistan_2021-07,2021-07-30,35.4833,71.3145,7.3,22.1,15.4,98,7.5,11.0,4.41,2601.0,1.36,1
Afghanistan_Flood_in_Afghanistan_2021-07,2021-07-31,35.4833,71.3145,8.2,20.8,14.1,97,7.9,17.0,3.93,2601.0,1.4,1
China_Flood_in_China_2021-06,2021-06-20,37.87,112.5453,0.0,29.8,18.1,64,13.5,0.0,6.39,787.0,3.22,1
China_Flood_in_China_2021-06,2021-06-21,37.87,112.5453,0.0,30.0,18.0,53,20.9,0.0,6.26,787.0,3.19,1
China_Flood_in_China_2021-06,2021-06-22,37.87,112.5453,0.0,31.0,17.7,69,19.5,0.0,5.84,787.0,3.16,1
China_Flood_in_China_2021-06,2021-06-23,37.87,112.5453,0.0,31.8,18.2,71,24.4,0.0,5.32,787.0,3.16,1
China_Flood_in_China_2021-06,2021-06-24,37.87,112.5453,0.0,28.8,17.8,85,11.8,0.0,4.32,787.0,3.16,1
Belgium_Flood_in_Belgium_2021-07,2021-07-14,50.2592,4.9131,31.2,17.3,15.4,99,30.7,24.0,0.73,87.0,5.9,1
Belgium_Flood_in_Belgium_2021-07,2021-07-15,50.2592,4.9131,30.5,18.8,16.2,97,30.3,24.0,1.41,87.0,5.49,1
Belgium_Flood_in_Belgium_2021-07,2021-07-16,50.2592,4.9131,3.1,17.5,14.8,97,19.7,11.0,1.66,87.0,2.98,1
Germany_Flood_in_Germany_2021-07,2021-07-13,51.4789,7.5544,11.8,21.2,17.6,94,11.2,20.0,1.27,140.0,48.55,1
Germany_Flood_in_Germany_2021-07,2021-07-14,51.4789,7.5544,56.0,19.5,16.6,99,18.1,22.0,0.84,140.0,102.04,1
Germany_Flood_in_Germany_2021-07,2021-07-15,51.4789,7.5544,5.2,24.0,14.4,97,13.7,12.0,2.89,140.0,107.89,1
"Bangladesh, India_Flood_in_Bangladesh,_2021-05",2021-05-24,23.456,85.2557,0.0,32.8,22.2,78,21.3,0.0,6.76,694.0,0.44,1
"Bangladesh, India_Flood_in_Bangladesh,_2021-05",2021-05-25,23.456,85.2557,8.4,27.2,22.2,97,19.1,15.0,3.0,694.0,0.59,1
"Bangladesh, India_Flood_in_Bangladesh,_2021-05",2021-05-26,23.456,85.2557,74.3,22.5,21.4,99,32.2,24.0,0.67,694.0,18.86,1
"Bangladesh, India_Flood_in_Bangladesh,_2021-05",2021-05-27,23.456,85.2557,100.6,23.4,21.5,99,27.4,24.0,0.78,694.0,12.18,1
"Bangladesh, India_Flood_in_Bangladesh,_2021-05",2021-05-28,23.456,85.2557,9.4,29.5,21.8,98,25.4,10.0,4.45,694.0,6.57,1
India_Flood_in_India_2021-05,2021-05-11,10.8132,73.6805,16.1,29.3,26.7,90,12.0,20.0,2.94,17.0,,1
India_Flood_in_India_2021-05,2021-05-12,10.8132,73.6805,17.0,28.7,26.4,89,19.5,23.0,1.9,17.0,,1
India_Flood_in_India_2021-05,2021-05-13,10.8132,73.6805,8.8,29.0,27.2,89,35.0,20.0,3.75,17.0,,1
India_Flood_in_India_2021-05,2021-05-14,10.8132,73.6805,46.7,29.0,26.9,92,72.5,23.0,2.63,17.0,,1
India_Flood_in_India_2021-05,2021-05-15,10.8132,73.6805,29.7,29.2,27.2,90,72.7,22.0,4.92,17.0,,1
Indonesia_Flood_in_Indonesia_2021-04,2021-04-03,-8.5152,125.8376,94.6,25.4,23.5,97,20.0,24.0,2.06,331.0,5.97,1
Indonesia_Flood_in_Indonesia_2021-04,2021-04-04,-8.5152,125.8376,107.6,24.3,23.5,97,28.6,24.0,0.86,331.0,7.63,1
Indonesia_Flood_in_Indonesia_2021-04,2021-04-05,-8.5152,125.8376,41.1,25.7,23.0,97,19.7,24.0,2.0,331.0,8.35,1
Indonesia_Flood_in_Indonesia_2021-04,2021-04-06,-8.5152,125.8376,5.9,27.6,23.3,97,12.7,13.0,3.95,331.0,7.18,1
Indonesia_Flood_in_Indonesia_2021-04,2021-04-07,-8.5152,125.8376,2.3,27.8,22.0,92,10.3,9.0,3.78,331.0,5.93,1
India_Flood_in_India_2021-02,2021-02-07,30.2982,79.5672,0.0,12.4,-5.2,58,6.9,0.0,2.99,2396.0,1.44,1
"Eswatini, Madagascar, Mozambique, South Africa, Zimbabwe_Flood_in_Eswatini,_M_2021-01",2021-01-19,-14.9061,50.2781,183.6,27.2,25.4,90,63.9,23.0,2.18,7.0,,1
"Eswatini, Madagascar, Mozambique, South Africa, Zimbabwe_Flood_in_Eswatini,_M_2021-01",2021-01-20,-14.9061,50.2781,38.7,29.0,25.1,97,38.5,11.0,2.73,7.0,,1
"Eswatini, Madagascar, Mozambique, South Africa, Zimbabwe_Flood_in_Eswatini,_M_2021-01",2021-01-21,-14.9061,50.2781,0.3,29.5,23.8,100,16.1,2.0,5.21,7.0,,1
"Eswatini, Madagascar, Mozambique, South Africa, Zimbabwe_Flood_in_Eswatini,_M_2021-01",2021-01-22,-14.9061,50.2781,1.9,29.1,23.9,99,16.7,14.0,5.03,7.0,,1
"Eswatini, Madagascar, Mozambique, South Africa, Zimbabwe_Flood_in_Eswatini,_M_2021-01",2021-01-23,-14.9061,50.2781,3.5,28.8,24.6,96,16.2,20.0,4.61,7.0,,1
China_Flood_in_China_2023-06,2023-06-27,30.1534,120.076,1.2,30.5,23.9,96,11.5,5.0,3.26,10.0,6806.69,1
China_Flood_in_China_2023-06,2023-06-28,30.1534,120.076,0.4,33.2,24.2,94,14.3,2.0,4.95,10.0,5820.03,1
China_Flood_in_China_2023-06,2023-06-29,30.1534,120.076,0.0,33.3,25.6,92,20.1,0.0,4.82,10.0,4517.56,1
China_Flood_in_China_2023-06,2023-06-30,30.1534,120.076,14.1,31.0,25.1,96,12.6,12.0,2.48,10.0,3506.52,1
China_Flood_in_China_2023-06,2023-07-01,30.1534,120.076,4.8,31.1,24.3,96,10.5,11.0,3.69,10.0,2970.67,1
"India, Pakistan_Flood_in_India,_Paki_2023-06",2023-06-14,22.385,71.7453,0.8,38.3,26.6,84,33.8,5.0,7.59,59.0,0.33,1
"India, Pakistan_Flood_in_India,_Paki_2023-06",2023-06-15,22.385,71.7453,5.9,35.2,27.5,82,41.8,10.0,5.51,59.0,0.34,1
"India, Pakistan_Flood_in_India,_Paki_2023-06",2023-06-16,22.385,71.7453,0.9,34.3,27.0,85,52.7,5.0,6.16,59.0,0.36,1
"Bangladesh, India, Myanmar_Flood_in_Bangladesh,_2023-05",2023-05-13,20.15,92.9,56.5,28.0,26.3,90,31.8,24.0,1.68,4.0,0.69,1
"Bangladesh, India, Myanmar_Flood_in_Bangladesh,_2023-05",2023-05-14,20.15,92.9,125.4,27.5,25.0,90,82.0,23.0,2.06,4.0,2.22,1
"Bangladesh, India, Myanmar_Flood_in_Bangladesh,_2023-05",2023-05-15,20.15,92.9,1.4,29.9,24.8,93,19.9,7.0,5.04,4.0,1.72,1
Democratic Republic of Congo_Flood_in_Democratic__2023-05,2023-05-01,0.7795,24.2691,0.4,30.5,22.3,99,6.6,4.0,4.21,376.0,22129.94,1
Democratic Republic of Congo_Flood_in_Democratic__2023-05,2023-05-02,0.7795,24.2691,4.5,30.8,22.1,100,6.6,3.0,4.14,376.0,22232.11,1
Democratic Republic of Congo_Flood_in_Democratic__2023-05,2023-05-03,0.7795,24.2691,16.2,25.8,22.8,98,6.2,13.0,2.47,376.0,22645.44,1
Democratic Republic of Congo_Flood_in_Democratic__2023-05,2023-05-04,0.7795,24.2691,1.3,30.4,22.2,100,5.4,8.0,4.14,376.0,23279.92,1
Democratic Republic of Congo_Flood_in_Democratic__2023-05,2023-05-05,0.7795,24.2691,0.2,31.9,22.9,99,6.8,2.0,4.66,376.0,23822.19,1
Rwanda_Flood_in_Rwanda_2023-05,2023-05-01,-1.581,29.927,9.2,17.0,12.7,100,7.1,15.0,1.8,2063.0,1.47,1
